PZN,Name,Norm,Amount,Darreichung
11259155,Risperidon Aristo 1mg/ml,N1,30 ML,LSE
11259161,Risperidon Aristo 1mg/ml,N2,60 ML,LSE
11259178,Risperidon Aristo 1mg/ml,N3,100 ML,LSE
11266557,Leflunomid Bluefish 20mg,N3,100 ST,FTA
11266586,Leflunomid Bluefish 10mg,N3,100 ST,FTA
11266801,Saizen 20mg 8mg/ml Ilo-Axicorp ,N2,5 ST,ILO
11266818,Prospan Hustentabletten,,40 ST,FTA
11267700,Timox Extent 150mg,N1,50 ST,TAB
11267717,Timox Extent 150mg,N2,100 ST,TAB
11267723,Timox Extent 150mg,N3,200 ST,TAB
11267746,Timox Extent 300mg,N1,50 ST,TAB
11267752,Timox Extent 300mg,N2,100 ST,TAB
11267769,Timox Extent 300mg,N3,200 ST,TAB
11267781,Timox Extent 600mg,N1,50 ST,TAB
11267798,Timox Extent 600mg,N2,100 ST,TAB
11267806,Timox Extent 600mg,N3,200 ST,TAB
11268071,Monoprost 50µg-Emra-Med ,N3,90X0.2 ML,EDP
11268088,Neo Angin Halstabletten-Emra-Med ,N1,24 ST,LUT
11268094,Neo Angin Halstabletten Zf-Emra-Med ,N1,24 ST,LUT
11268160,Estelle,N1,21 ST,FTA
11268177,Gabrielle 20 0.15mg/0.02mg,N1,21 ST,TAB
11268183,Gabrielle 30 0.15mg/0.03mg,N1,21 ST,TAB
11268214,Lisette 0.03mg/2mg,N1,21 ST,FTA
11268220,Violette 0.03mg/2mg,N1,21 ST,FTA
11268237,Simonette 75mikrogramm Fta,N1,28 ST,FTA
11268421,Octenisan Md Nasengel,,6 ML,NAG
11269202,Nasacort 55µg/Spruehst30sp,,1 P,NAS
11276082,Tobi Podhaler 28mg-Abacus ,N2,224 ST,HPI
11276099,Levetiracetam Rat 100mg/ml-Bb ,N3,300 ML,LSE
11276113,Gonal F 300IE/0.5ml 22µg-Beragena ,N1,1 ST,PEN
11276165,Gonal F 450IE/0.75ml 33µg-Beragena ,N1,1 ST,PEN
11276171,Orgalutran 0.25mg/0.5ml-Beragena ,N1,1X1 ST,ILO
11276188,Orgalutran 0.25mg/0.5ml-Beragena ,N3,1X5 ST,ILO
11276194,Dafiro HCT 5/160/12.5mg-Beragena ,N1,28 ST,FTA
11276202,Dafiro HCT 5/160/12.5mg-Beragena ,N3,98 ST,FTA
11276219,Dafiro HCT 5/160/25mg-Beragena ,N1,28 ST,FTA
11276225,Dafiro HCT 5/160/25mg-Beragena ,N3,98 ST,FTA
11276231,Dafiro HCT 10mg/160mg/12.5-Beragena ,N1,28 ST,FTA
11276248,Dafiro HCT 10mg/160mg/12.5-Beragena ,N3,98 ST,FTA
11276254,Dafiro HCT 10mg/160mg/25mg-Beragena ,N1,28 ST,FTA
11276260,Dafiro HCT 10mg/160mg/25mg-Beragena ,N3,98 ST,FTA
11276308,Duloxetin Zentiva 20mg,N1,28 ST,HKM
11276314,Duloxetin Zentiva 20mg,N3,98 ST,HKM
11276320,Duloxetin Zentiva 30mg,N2,28 ST,HKM
11276337,Duloxetin Zentiva 30mg,N3,98 ST,HKM
11276343,Duloxetin Zentiva 40mg,N1,28 ST,HKM
11276366,Duloxetin Zentiva 40mg,N3,98 ST,HKM
11276372,Duloxetin Zentiva 60mg,N2,28 ST,HKM
11276389,Duloxetin Zentiva 60mg,N3,98 ST,HKM
11277561,Bronchialtee TAD Pharma,,50 G,GRA
11277578,Doppelherz Galle Artischo,,50 ST,UTA
11277710,Schwarzrettich Naturr Heil,,3X200 ML,SAF
11278158,Norvir 100mg Pulver,N1,30 ST,PSE
11279005,Cystus Pandalis Lutschtabl,,66 ST,LUT
11279011,Cystus Pandalis Lutschtabl,,132 ST,LUT
11279229,Neuro ratiopharm,,50 ST,FTA
11279258,Neuro ratiopharm,N3,100 ST,FTA
11279264,Aubagio 14mg-Emra-Med ,N1,28 ST,FTA
11279608,Buprenoratiopharm 35µg H,N1,5 ST,PFT
11279614,Buprenoratiopharm 35µg H,N2,10 ST,PFT
11279620,Buprenoratiopharm 35µg H,N3,20 ST,PFT
11279637,Buprenoratiopharm 52.5µg H,N1,5 ST,PFT
11279643,Buprenoratiopharm 52.5µg H,N2,10 ST,PFT
11279666,Buprenoratiopharm 52.5µg H,N3,20 ST,PFT
11279672,Buprenoratiopharm 70µg H,N1,5 ST,PFT
11279689,Buprenoratiopharm 70µg H,N2,10 ST,PFT
11279695,Buprenoratiopharm 70µg H,N3,20 ST,PFT
11279867,Linezolid 1A Pharma 600mg,N1,10 ST,FTA
11279873,Linezolid 1A Pharma 600mg,N2,30 ST,FTA
11279910,Angeliq-Emra-Med ,N2,3X28 ST,FTA
11279933,Teicoplanin HEXAL 100mg,N2,5 ST,PLH
11279956,Teicoplanin HEXAL 200mg,N2,5 ST,PLH
11279962,Teicoplanin HEXAL 400mg,N2,5 ST,PLH
11279979,Norvasc 5mg-Axicorp ,N3,100 ST,TAB
11280126,Imigran Inject Nachfuellpa-Cc-Pharma ,N1,2 ST,ILO
11280221,Nevirapin Mylan 200mg,N2,60 ST,TAB
11280238,Nevirapin Mylan 200mg,,120 ST,TAB
11280853,Dorzolamid + Timolol Trb,N1,5 ML,ATR
11280876,Dorzolamid + Timolol Trb,N2,3X5 ML,ATR
11280882,Dorzolamid + Timolol Trb,N3,6X5 ML,ATR
11281628,Jetrea 0.375mg/0.3ml,N1,1 ST,ILO
11281806,Escitalopram Axcount 5mg,N1,20 ST,FTA
11281812,Escitalopram Axcount 5mg,N2,50 ST,FTA
11281829,Escitalopram Axcount 5mg,N3,100 ST,FTA
11281835,Escitalopram Axcount 10mg,N1,20 ST,FTA
11281841,Escitalopram Axcount 10mg,N2,50 ST,FTA
11281858,Escitalopram Axcount 10mg,N3,100 ST,FTA
11281864,Escitalopram Axcount 15mg,N1,20 ST,FTA
11281893,Escitalopram Axcount 15mg,N2,50 ST,FTA
11281901,Escitalopram Axcount 15mg,N3,100 ST,FTA
11281918,Escitalopram Axcount 20mg,N1,20 ST,FTA
11281930,Escitalopram Axcount 20mg,N2,50 ST,FTA
11281947,Escitalopram Axcount 20mg,N3,100 ST,FTA
11281953,Ceftazidim Dr.Eberth 500mg,N3,10 ST,PIJ
11281976,Ceftazidim Dr.Eberth 1g,N2,5 ST,PII
11281982,Ceftazidim Dr.Eberth 1g,N3,10 ST,PII
11281999,Ceftazidim Dr.Eberth 2g,N2,5 ST,PII
11282007,Ceftazidim Dr.Eberth 2g,N3,10 ST,PII
11282875,Glucose Loesung 50% Deltam,N3,3X3000 ML,INF
11282929,Ganfort 0.3mg/ml+5mg/ml ED-Orifarm ,,90X0.4 ML,ATR
11282935,Simbrinza 10mg/ml+2mg/ml-Orifarm ,N2,3X5 ML,ATR
11282964,Inegy 10mg/10mg Tab-Orifarm ,N3,100 ST,TAB
11282970,Pred Forte-Orifarm ,N1,5 ML,ATR
11282987,Fraxiparine 0.3 ml Ilo Fer-Beragena ,N3,50X0.3 ML,ILO
11282993,Apidra 100 E/ml Ilo-Beragena ,N2,10X3 ML,ZAM
11283001,Mucosolvan Lutschpast 15mg,N2,40 ST,LUP
11283389,Durogesic SMAT 12µg/h-Emra-Med ,N1,5 ST,PFT
11283395,Durogesic SMAT 12µg/h-Emra-Med ,N2,10 ST,PFT
11283403,Durogesic SMAT 12µg/h-Emra-Med ,N3,20 ST,PFT
11284035,Rapamune 1mg-Adequapharm ,N3,100 ST,UTA
11284041,Vancomycin Dr Eberth 125mg,N1,12 ST,HKP
11284058,Vancomycin Dr Eberth 125mg,N2,28 ST,HKP
11284213,Ell Cranell Re Bala Maenn,,80 ML,LOE
11284236,Ell Cranell Re Bala Frauen,,80 ML,LOE
11284348,Triumeq 50/600/300mg-Emra-Med ,N1,30 ST,FTA
11284555,Zydlig 100mg Fta-Milinda ,N2,60 ST,FTA
11284791,Tracutil-Axicorp ,N1,5X10 ML,IFK
11284822,Varilrix Fer+Trs-Axicorp ,N1,1 ST,PLI
11285081,Cavilon 3M Langz Hautschu-Bios ,,92 G,CRE
11285193,Metamizol Aristo 500mg/ml,N1,20 ML,TEI
11285201,Metamizol Aristo 500mg/ml,N2,50 ML,TEI
11285218,Metamizol Aristo 500mg/ml,N3,100 ML,TEI
11285224,Sanopinwern Inhalat,,10 ML,INL
11285833,Infectoopticef Sa100mg/5ml,N2,50 ML,GSE
11285856,Infectoopticef Sa100mg/5ml,N3,100 ML,GSE
11285879,Rabipur,N1,1 ST,PLI
11286169,Loceryl Nagell G Na Direkt,N1,2.5 ML,NAW
11286175,Loceryl Nagell G Na Direkt,N1,3 ML,NAW
11286181,Loceryl Nagell G Na Direkt,,5 ML,NAW
11286212,Mitoxantron Accord 10mg,N1,1 ST,IFK
11286229,Mitoxantron Accord 20mg,N1,1 ST,IFK
11286235,Mitoxantron Accord 30mg,N1,1 ST,IFK
11286241,Tolterodin Accord 1mg,N2,50 ST,FTA
11286258,Tolterodin Accord 1mg,N3,100 ST,FTA
11286270,Tolterodin Accord 2mg,N2,50 ST,FTA
11286287,Tolterodin Accord 2mg,N3,100 ST,FTA
11286293,Aripiprazol 1A Pharma 5mg,N1,14 ST,TAB
11286324,Aripiprazol 1A Pharma 5mg,N3,98 ST,TAB
11286330,Aripiprazol 1A Pharma 30mg,N1,14 ST,TAB
11286347,Aripiprazol 1A Pharma 30mg,N3,98 ST,TAB
11286991,Balcofit,,56 ST,UTA
11287022,Eurimisk,,50 ST,UTA
11287039,Abilfy Maintena 400mg-Emra-Med ,N1,1 ST,DFL
11287045,Hetlioz 20 mg Hartkapseln,N2,30 ST,HKP
11287080,Xanef 5mg Tabletten,N3,98 ST,TAB
11287097,Xanef 10mg Tabletten,N3,98 ST,TAB
11287105,Xanef 20mg,N3,98 ST,TAB
11287447,Monuril 3000mg-Pharma ,N1,1X8 G,GRA
11287602,Olanzapin-Neurax 5 mg/ml,N2,50 ML,TEI
11287631,Kryptocur Lsg+2 Dosierpump-Orifarm ,N2,2X10 G,LOE
11287648,Alecensa 150mg,N2,224 ST,HKP
11287654,Amoxi Clav Sta Ts125/31.25,N1,100 ML,PSE
11287660,Mometop 1mg/G Creme,,15 G,CRE
11287677,Ginkgo AL 240 mg Fta,N1,30 ST,FTA
11287683,Ginkgo AL 240 mg Fta,N2,60 ST,FTA
11287708,Ginkgo AL 240 mg Fta,N3,120 ST,FTA
11287714,Ginkgo AL Tropfen Z Einneh,N1,100 ML,FLU
11287720,Ginkgo AL Tropfen Z Einneh,N2,2X100 ML,FLU
11287737,Ginkgo AL Tropfen Z Einneh,N3,3X100 ML,FLU
11287743,Mometop 1mg/G Creme,,35 G,CRE
11287772,Mometop 1mg/G Creme,,70 G,CRE
11287944,Cefepim Mip 1g,,10 ST,PII
11287950,Cefepim Mip 2g,,10 ST,PII
11288010,Ganfort 0.3mg/ml+5mg/ml-Beragena ,N1,30X0.4 ML,ATR
11288027,Ganfort 0.3mg/ml+5mg/ml-Beragena ,,90X0.4 ML,ATR
11288056,Ratioline Hallux Val Dsp S,,1 ST,BAN
11288062,Ratioline Hallux Val Dsp M,,1 ST,BAN
11288079,Ratioline Hallux Val Dsp L,,1 ST,BAN
11288139,Phospho Soda 24.4g/10.8g,N1,2X45 ML,LSE
11288151,Phospho Soda 24.4g/10.8g,,100X45 ML,LSE
11288932,Ganciclovir HEXAL 500mg,N1,500 MG,PIK
11288949,Linezolid Hexal2mg/ml600mg,N2,5 ST,IFB
11288955,Linezolid Hexal2mg/ml600mg,N3,10 ST,IFB
11288984,Wellvone Suspension,N2,226 ML,SUE
11289009,Amlodipin Q-Pharm 5mg Tabl,N2,50 ST,TAB
11289015,Fluorouracil Vitane50mg/ml,N1,5 ML,ILO
11289021,Fluorouracil Vitane50mg/ml,N1,10 ML,ILO
11289038,Fluorouracil Vitane50mg/ml,N1,20 ML,ILO
11289044,Fluorouracil Vitane50mg/ml,N1,100 ML,ILO
11289073,Folinsaeure Vitane 10mg/ml,N1,5 ML,ILO
11289096,Folinsaeure Vitane 10mg/ml,N1,10 ML,ILO
11289127,Folinsaeure Vitane 10mg/ml,N1,50 ML,ILO
11289133,Folinsaeure Vitane 10mg/ml,N1,100 ML,ILO
11290461,Avonex 30µg/0.5ml Fertigp-Aca ,N2,4 ST,PEN
11290538,Vichy Neovadiol Nh,,50 ML,CRE
11290550,Vichy Neovadiol Th,,50 ML,CRE
11290604,Evaluna 20 Dragees,N1,1X21 ST,UTA
11290610,Evaluna 20 Dragees,N2,3X21 ST,UTA
11290627,Evaluna 20 Dragees,N3,6X21 ST,UTA
11290633,Evaluna 30 Dragees,N1,1X21 ST,UTA
11290656,Evaluna 30 Dragees,N2,3X21 ST,UTA
11290662,Evaluna 30 Dragees,N3,6X21 ST,UTA
11291087,Pradaxa 75mg-Emra-Med ,N2,60 ST,HKP
11291207,Temozolomid Accord 5sachet,N1,5 ST,HKP
11291236,Temozolomid Accord 5sachet,N2,20 ST,HKP
11291242,Temozolomid Accord 20sache,N1,5 ST,HKP
11291259,Temozolomid Accord 20sache,N2,20 ST,HKP
11291265,Temozolomid Accord 100sach,N1,5 ST,HKP
11291271,Temozolomid Accord 100sach,N2,20 ST,HKP
11291288,Temozolomid Accord 140sach,N1,5 ST,HKP
11291294,Temozolomid Accord 140sach,N2,20 ST,HKP
11291302,Temozolomid Accord 180sach,N1,5 ST,HKP
11291319,Temozolomid Accord 180sach,N2,20 ST,HKP
11291325,Temozolomid Accord 250sach,N1,5 ST,HKP
11292170,Uromed Mul Fuehr Draht2714,,1 ST,   
11292187,Lamivir 100mg-Medicopharm ,N1,28 ST,FTA
11292193,Lamivir 100mg-Medicopharm ,N3,84 ST,FTA
11292201,Lamivir 150mg-Medicopharm ,N2,60 ST,FTA
11292218,Lamivir 300mg-Medicopharm ,N1,30 ST,FTA
11292224,Lamizido 150mg/300mg-Medicopharm ,N2,60 ST,FTA
11292230,Linezolid Zentiva 2 mg/ml,N3,10 ST,INF
11292247,Linezolid 600mg Zentiva Ft,N1,10 ST,FTA
11292253,Linezolid 600mg Zentiva Ft,N2,30 ST,FTA
11293471,Soderm Plus Loesung,N1,20 ML,LOE
11293494,Soderm Plus Loesung,N2,50 ML,LOE
11293502,Soderm Plus Loesung,N3,100 ML,LOE
11293608,Crestor 20 mg-Emra-Med ,N3,100 ST,FTA
11293761,Vancomycin Dr Eberth 250mg,,4 ST,HKP
11293778,Vancomycin Dr Eberth 250mg,N1,12 ST,HKP
11293784,Vancomycin Dr Eberth 250mg,N2,28 ST,HKP
11293790,Vancomycin Dr Eberth 250mg,N2,30 ST,HKP
11294140,Rasagilin Heumann 1mg Tab,N1,30 ST,TAB
11294157,Rasagilin Heumann 1mg Tab,N3,100 ST,TAB
11294298,Desloratadin Aristo 5mg,N1,20 ST,FTA
11294312,Desloratadin Aristo 5mg,N2,50 ST,FTA
11294329,Desloratadin Aristo 5mg,N3,100 ST,FTA
11294341,Otezla 30mg Fta-Cc-Pharma ,N2,56 ST,FTA
11294358,Otezla 30mg Fta-Cc-Pharma ,,168 ST,FTA
11294364,Acc Saft 20mg/ml,N3,200 ML,LSE
11294424,Gabaliquid Geriasan50mg/ml,KP,3X150 ML,LSE
11294447,Fragmin P For 5000 IE-Orifarm ,N2,20 ST,ILO
11294453,Trileptal 600mg Filmtab-Orifarm ,N2,100 ST,FTA
11294476,Abilify Maintena 300mg-Orifarm ,N1,1 ST,TRS
11295263,Infanrix Hexa Fer+Trock Su-Bb ,N2,10 ST,ISU
11295292,Somavert 25mg,N3,30 ST,PLI
11295300,Somavert 30mg,N3,30 ST,PLI
11295323,Proff Schmerzcreme Spb,,5X100 G,CRE
11295346,Proff Schmerzdragees,,20 ST,UTA
11295352,Proff Schmerzkapseln,,20 ST,WKA
11295412,Mekinist 2mg,N1,30 ST,FTA
11295429,Mekinist 0.5mg,N1,30 ST,FTA
11295820,Aripiprazol Aurobindo 5mg,N1,14 ST,TAB
11295843,Aripiprazol Aurobindo 5mg,N2,49 ST,TAB
11295866,Aripiprazol Aurobindo 5mg,N3,98 ST,TAB
11295872,Aripiprazol Aurobindo 10mg,N1,14 ST,TAB
11295895,Aripiprazol Aurobindo 10mg,N2,49 ST,TAB
11295903,Aripiprazol Aurobindo 10mg,N3,98 ST,TAB
11295926,Aripiprazol Aurobindo 15mg,N1,14 ST,TAB
11295949,Aripiprazol Aurobindo 15mg,N2,49 ST,TAB
11295955,Aripiprazol Aurobindo 15mg,N3,98 ST,TAB
11295961,Aripiprazol Aurobindo 30mg,N1,14 ST,TAB
11295978,Aripiprazol Aurobindo 30mg,N2,49 ST,TAB
11295984,Aripiprazol Aurobindo 30mg,N3,98 ST,TAB
11296044,Proscar 5mg Filmtabletten-Axicorp ,N1,30 ST,FTA
11296050,Proscar 5mg Filmtabletten-Axicorp ,N2,50 ST,FTA
11296067,Proscar 5mg Filmtabletten-Axicorp ,N3,100 ST,FTA
11296185,Daxas 500 µg Fta-Beragena ,,90 ST,FTA
11296245,Duoresp Sp 320/9µg 1x60ED-Beragena ,N1,1 ST,IHP
11296274,Duoresp Sp 320/9µg 3x60ED-Beragena ,N2,3 ST,IHP
11296280,Pradaxa 110mg Hartkapseln-Beragena ,N2,60 ST,HKP
11296305,Pradaxa 110mg Hartkapseln-Beragena ,,180 ST,HKP
11296340,Pradaxa 150mg-Beragena ,N2,60 ST,HKP
11296357,Pradaxa 150mg Hartkapseln-Beragena ,,180 ST,HKP
11296452,Pletal 100mg-Bb ,,28 ST,TAB
11296469,Pletal 100mg-Bb ,,56 ST,TAB
11296475,Pletal 100mg-Bb ,N3,98 ST,TAB
11296914,Narcaricin Mite,N3,100 ST,TAB
11297150,Praxbind 2.5g/50ml,KP,2X50 ML,IIL
11297196,Gabapentin Aristo 100mg,N1,50 ST,HKP
11297262,Atorvastatin PUREN 10mg,N3,100 ST,FTA
11297279,Atorvastatin PUREN 10mg,N1,30 ST,FTA
11297285,Atorvastatin PUREN 10mg,N2,50 ST,FTA
11297316,Atorvastatin PUREN 20mg Do,N3,100 ST,FTA
11297322,Atorvastatin PUREN 20mg Do,N1,30 ST,FTA
11297339,Atorvastatin PUREN 20mg Do,N2,50 ST,FTA
11297351,Atorvastatin PUREN 40mg Do,N3,100 ST,FTA
11297397,Atorvastatin PUREN 40mg Do,N1,30 ST,FTA
11297428,Atorvastatin PUREN 40mg Do,N2,50 ST,FTA
11297546,Atorvastatin PUREN 20mg Do,,100 ST,FTA
11297606,Atorvastatin PUREN 40mg Do,,100 ST,FTA
11297664,Atorvastatin PUREN 80mg,N1,30 ST,FTA
11297701,Atorvastatin PUREN 80mg,N2,50 ST,FTA
11297730,Atorvastatin PUREN 80mg,N3,100 ST,FTA
11297776,Lamivudin/Zido Teva150/300-Bb ,N2,60 ST,FTA
11297782,Lamivudin TEVA Ph Bv 150mg-Bb ,N2,60 ST,FTA
11297948,Cavilon 3M Langzeit Hauts-Bios ,,28 G,CRE
11298020,Apomorphinhydrochlo 5mg/ml,N1,5X20 ML,INF
11298037,Xeomin 100 Ld50 Einheiten-Orifarm ,,4 ST,PIJ
11298563,Braltus 10µg + Zonda,N1,30 ST,HPI
11298586,Braltus 10µg + 3 Zonda,N3,90 ST,HPI
11298712,Lamivudin TEVA 100mg-Bb ,N3,84 ST,FTA
11298735,Quetiapin Bluefish 200mg,N2,50 ST,RET
11298741,Quetiapin Bluefish 200mg,N3,100 ST,RET
11298758,Quetiapin Bluefish 300mg,N2,50 ST,RET
11298764,Quetiapin Bluefish 300mg,N3,100 ST,RET
11298770,Quetiapin Bluefish 400mg,N2,50 ST,RET
11298787,Quetiapin Bluefish 400mg,N3,100 ST,RET
11298876,Levo/Carbi Axcount100mg/25,N2,100 ST,TAB
11298882,Levo/Carbi Axcount100mg/25,N3,200 ST,TAB
11298899,Levo/Carbi Axcount100mg/25,N1,60 ST,TAB
11298907,Levo/Carbi Axcount250mg/25,N2,100 ST,TAB
11298913,Levo/Carbi Axcount250mg/25,N3,200 ST,TAB
11298936,Levo/Carbi Axcount250mg/25,N1,60 ST,TAB
11299396,Quetiapin Bluefish 200mg,N1,10 ST,RET
11299404,Quetiapin Bluefish 300mg,N1,10 ST,RET
11299410,Quetiapin Bluefish 400mg,N1,10 ST,RET
11299522,Doxacin 4mg,N1,28 ST,RET
11299539,Sildenafil Abz Pah 20 mg,N2,90 ST,FTA
11299628,Fructaid,,30 ST,KAP
11299634,Fructaid,,60 ST,KAP
11299640,Fructaid,,120 ST,KAP
11299887,Abilify Maintena 400mg-Medicopharm ,N1,1 ST,PIF
11299918,Cional Konzentrat-Junek ,,100 ML,LOE
11299924,Cional Konzentrat-Junek ,,30 ML,LOE
11300107,Leflunomid Medac 20mg-Bb ,N3,100 ST,FTA
11300225,Abilify Maintena 400mg P+L-Cc-Pharma ,N1,1 ST,DFL
11302508,Genotropin Miniquick 0.2,,4X7 ST,FER
11302514,Genotropin Miniquick 0.6,,4X7 ST,FER
11302543,Genotropin Miniquick 1.0,,4X7 ST,FER
11302589,Noradrenalin Agu 0.25mg/ml,,10X50 ML,INF
11302595,Noradrenalin Agu 0.08mg/ml,,10X50 ML,INF
11303123,Memantin Accord 10mg-Bb ,N3,98 ST,FTA
11303146,Memantin Accord 20mg-Bb ,N3,98 ST,FTA
11303175,Abilify Maintena 300mg-Fd ,N1,1 ST,DFL
11303324,Temozolomid TEVA 140mg-Bb ,N1,5 ST,HKP
11303330,Temozolomid TEVA 250mg-Bb ,N1,5 ST,HKP
11303784,Tetesept Galle+Artischocke,,80 ST,UTA
11303790,Irinotecan HCI Liv 20mg/ml,N1,100 MG,IFK
11303809,Irinotecan HCI Liv 20mg/ml,N1,300 MG,IFK
11303815,Tardyferon-Orifarm ,N2,50 ST,RET
11303821,Tardyferon-Orifarm ,N3,100 ST,RET
11303844,Rivastigmin Acin 4.6mg/24h,,7 ST,PFT
11303850,Rivastigmin Acin 9.5mg/24h,,7 ST,PFT
11303873,Reyataz 50mg,N1,30 ST,PSE
11303896,Xeplion 100mg-Bb ,N1,1 ST,DIS
11304252,Palladone 1.3mg-Eurimpharm ,N1,20 ST,HKP
11304269,Palladone 1.3mg-Eurimpharm ,N2,50 ST,HKP
11304275,Palladone 1.3mg-Eurimpharm ,N3,100 ST,HKP
11304281,Palladone 2.6mg-Eurimpharm ,N1,20 ST,HKP
11304298,Palladone 2.6mg-Eurimpharm ,N2,50 ST,HKP
11304306,Palladone 2.6mg-Eurimpharm ,N3,100 ST,HKP
11304430,Sildenafil ratio Pah 20mg,N2,90 ST,FTA
11304878,Spitzwegerich Sirup Bio Di,,200 ML,FLU
11304884,Ampicillin/Su Pu1000/500mg,N3,10X50 ML,PIF
11304909,Ampicillin/Su P2000/1000mg,N3,10X100 ML,PIF
11304921,Saxenda 6mg/ml Pen,,5X3 ML,ILO
11305062,Pregabalin Accord 100mg,N3,100 ST,HKP
11305079,Temozolomid TEVA 100mg-Bb ,N1,5 ST,HKP
11305116,Pregabalin Accord 100mg,N1,21 ST,HKP
11305122,Pregabalin Accord 150mg,N3,100 ST,HKP
11305139,Pregabalin Accord 150mg,N2,56 ST,HKP
11305151,Pregabalin Accord 200mg,N1,21 ST,HKP
11305168,Pregabalin Accord 200mg,,84 ST,HKP
11305180,Pregabalin Accord 225mg,N3,100 ST,HKP
11305211,Pregabalin Accord 225mg,N2,56 ST,HKP
11305240,Pregabalin Accord 25mg,N3,100 ST,HKP
11305263,Pregabalin Accord 25mg,N1,14 ST,HKP
11305317,Pregabalin Accord 300mg,N3,100 ST,HKP
11305369,Pregabalin Accord 300mg,N2,56 ST,HKP
11305381,Pregabalin Accord 50mg,N3,100 ST,HKP
11305398,Pregabalin Accord 50mg,N1,21 ST,HKP
11305406,Pregabalin Accord 75mg,N3,100 ST,HKP
11305412,Pregabalin Accord 75mg,N1,14 ST,HKP
11305429,Pregabalin Accord 75mg,N2,56 ST,HKP
11305435,Foster 200/6µg 120 Huebe,N2,1 ST,DOS
11305441,Foster 200/6µg 120 Huebe,N3,2 ST,DOS
11305458,Foster 200µg/6µg,KP,1 ST,DOS
11305464,Foster Nexthal200/6µg120ED,N2,1 ST,IHP
11305470,Foster Nexth200/6µg 120ED,N3,2 ST,IHP
11305487,Foster Nexthaler 200µg/6µg,KP,1 ST,IHP
11305777,Gemcitabin Sun 10mg/ml,N1,1200 MG,INF
11305783,Gemcitabin Sun 10mg/ml,N1,1600 MG,INF
11305814,Gemcitabin Sun 10mg/ml,N1,1800 MG,INF
11305820,Gemcitabin Sun 10mg/ml,N1,2000 MG,INF
11305837,Gemcitabin Sun 10mg/ml,N1,2200 MG,INF
11306050,Tecentriq 1200mg/20ml,N1,1 ST,IFK
11306127,Arixtra 5 mg/0.4 ml Ilo-Orifarm ,N1,7X0.4 ML,ILO
11306133,Plegridy 63µg/94µg Start.P-Orifarm ,N1,2 ST,ILO
11306156,Plegridy 125µg 1 Monat Pen-Orifarm ,N2,2 ST,ILO
11306216,Dafiro 5mg/160mg Filmtabl-Cc-Pharma ,N1,28 ST,FTA
11306222,Dafiro 5mg/160mg Filmtabl-Cc-Pharma ,N3,98 ST,FTA
11306239,Dafiro 10mg/160mg Filmtabl-Cc-Pharma ,N1,28 ST,FTA
11306268,Dafiro 10mg/160mg Filmtabl-Cc-Pharma ,N3,98 ST,FTA
11306274,Dafiro HCT 5/160/12.5mg-Cc-Pharma ,N1,28 ST,FTA
11306280,Dafiro HCT 5/160/12.5mg-Cc-Pharma ,N3,98 ST,FTA
11306297,Dafiro HCT 5/160/25mg-Cc-Pharma ,N1,28 ST,FTA
11306305,Dafiro HCT 5/160/25mg-Cc-Pharma ,N3,98 ST,FTA
11306311,Dafiro HCT 10/160/12.5mg-Cc-Pharma ,N1,28 ST,FTA
11306328,Dafiro HCT 10/160/12.5mg-Cc-Pharma ,N3,98 ST,FTA
11306334,Dafiro HCT 10/160/25mg-Cc-Pharma ,N1,28 ST,FTA
11306340,Dafiro HCT 10/160/25mg-Cc-Pharma ,N3,98 ST,FTA
11306357,Valsartan PUREN 40mg,,14 ST,FTA
11306363,Valsartan PUREN 40mg,N1,28 ST,FTA
11306386,Valsartan PUREN 80 mg,N1,28 ST,FTA
11306392,Valsartan PUREN 80 mg,N2,56 ST,FTA
11306400,Valsartan PUREN 80 mg,N3,98 ST,FTA
11306417,Valsartan PUREN 80mg Dose,,98 ST,FTA
11306423,Valsartan PUREN 160mg,N1,28 ST,FTA
11306446,Valsartan PUREN 160mg,N2,56 ST,FTA
11306452,Eligard 22.5 mg-Haemato ,N2,2X1 ST,PLI
11306469,Valsartan PUREN 160mg,N3,98 ST,FTA
11306475,Valsartan PUREN 160mg,,98 ST,FTA
11306506,Valsartan PUREN 320mg,N1,28 ST,FTA
11306512,Valsartan PUREN 320mg,N2,56 ST,FTA
11306529,Valsartan PUREN 320mg,N3,98 ST,FTA
11306699,Nitrolingual Pumpspray,N1,14.2 G,SPR
11307322,Anastrozol Glenmark 1 mg,N1,30 ST,FTA
11307339,Anastrozol Glenmark 1 mg,N2,60 ST,FTA
11307345,Anastrozol Glenmark 1 mg,N3,100 ST,FTA
11307701,Optrex Actispr 2i1juck+Tra,,10 ML,SPR
11307718,Temozolomid TEVA 180mg-Bb ,N1,5 ST,HKP
11307871,Unguentum Dimetic 10%sr Sp,,100 ML,SAL
11307888,Hautpflegesalbe W/L Sr Spe,,100 ML,SAL
11308770,Hautpflegesal W/L O Kon Sp,,100 ML,SAL
11309025,Neulasta 6mg Fer Autom.Nad-Hvd ,N1,1 ST,ILO
11309114,Pradaxa 110mg Hartkapseln-Docpharm ,,30 ST,HKP
11309120,Pradaxa 150mg Hartkapseln-Docpharm ,,30 ST,HKP
11309137,Enbrel 25mg-Docpharm ,N1,4 ST,TRS
11309634,Efient 10mg Fta-Adequapharm ,N3,98 ST,FTA
